ticker,date,company,industry,sector,exchange
CTR,7/12/22,ClearBridge MLP and Midstream Total Return Fund Inc.,Asset Management,Financial Services,New York Stock Exchange
CTRA,7/12/22,Contura Energy Inc.,Coal,Basic Materials,New York Stock Exchange
CTRC,7/12/22,Centric Brands Inc.,Manufacturing - Apparel & Furniture,Consumer Cyclical,NASDAQ Capital Market
CTRE,7/12/22,CareTrust REIT Inc.,REITs,Real Estate,Nasdaq Global Select
CTRL,7/12/22,Control4 Corporation,Computer Hardware,Technology,Nasdaq Global Select
CTRN,7/12/22,Citi Trends Inc.,Retail - Apparel & Specialty,Consumer Cyclical,Nasdaq Global Select
CTRP,7/12/22,Ctrip.com International Ltd.,Travel & Leisure,Consumer Cyclical,Nasdaq Global Select
CTRV,7/12/22,ContraVir Pharmaceuticals Inc.,Biotechnology,Healthcare,NASDAQ Capital Market
CTS,7/12/22,CTS Corporation,Computer Hardware,Technology,New York Stock Exchange
CTSH,7/12/22,Cognizant Technology Solutions Corporation,Application Software,Technology,Nasdaq Global Select
CTSO,7/12/22,CytoSorbents Corporation,Medical Diagnostics & Research,Healthcare,NASDAQ Capital Market
CTT,7/12/22,CatchMark Timber Trust Inc. Class A,REITs,Real Estate,New York Stock Exchange
CTWS,7/12/22,Connecticut Water Service Inc.,Utilities - Regulated,Utilities,Nasdaq Global Select
CTXR,7/12/22,Citius Pharmaceuticals Inc.,Biotechnology,Healthcare,NASDAQ Capital Market
CTXS,7/12/22,Citrix Systems Inc.,Application Software,Technology,Nasdaq Global Select
CUB,7/12/22,Cubic Corporation,Aerospace & Defense,Industrials,New York Stock Exchange
CUBA,7/12/22,The Herzfeld Caribbean Basin Fund Inc.,Asset Management,Financial Services,NASDAQ Capital Market
CUBE,7/12/22,CubeSmart,REITs,Real Estate,New York Stock Exchange
CUBI,7/12/22,Customers Bancorp Inc,Banks,Financial Services,New York Stock Exchange
CUE,7/12/22,Cue Biopharma Inc.,Biotechnology,Healthcare,NASDAQ Capital Market
CUI,7/12/22,CUI Global Inc.,Computer Hardware,Technology,NASDAQ Capital Market
CUK,7/12/22,Carnival Plc ADS ADS,Travel & Leisure,Consumer Cyclical,New York Stock Exchange
CULP,7/12/22,Culp Inc.,Homebuilding & Construction,Consumer Cyclical,New York Stock Exchange
CUO,7/12/22,Continental Materials Corporation,Industrial Products,Industrials,NYSE American
CUR,7/12/22,Neuralstem Inc.,Biotechnology,Healthcare,NASDAQ Capital Market
CURO,7/12/22,CURO Group Holdings Corp.,Credit Services,Financial Services,New York Stock Exchange
CUTR,7/12/22,Cutera Inc.,Medical Devices,Healthcare,Nasdaq Global Select
CUZ,7/12/22,Cousins Properties Incorporated,REITs,Real Estate,New York Stock Exchange
CVA,7/12/22,Covanta Holding Corporation,Waste Management,Industrials,New York Stock Exchange
CVBF,7/12/22,CVB Financial Corporation,Banks,Financial Services,Nasdaq Global Select
CVCO,7/12/22,Cavco Industries Inc.,Homebuilding & Construction,Consumer Cyclical,Nasdaq Global Select
CVCY,7/12/22,Central Valley Community Bancorp,Banks,Financial Services,NASDAQ Capital Market
CVE,7/12/22,Cenovus Energy Inc,Oil & Gas - Integrated,Energy,New York Stock Exchange
CVEO,7/12/22,Civeo Corporation (Canada),Business Services,Industrials,New York Stock Exchange
CVGI,7/12/22,Commercial Vehicle Group Inc.,Autos,Consumer Cyclical,Nasdaq Global Select
CVGW,7/12/22,Calavo Growers Inc.,Consumer Packaged Goods,Consumer Defensive,Nasdaq Global Select
CVI,7/12/22,CVR Energy Inc.,Oil & Gas - Refining & Marketing,Energy,New York Stock Exchange
CVIA,7/12/22,Covia Holdings Corporation,Metals & Mining,Basic Materials,New York Stock Exchange
CVLT,7/12/22,Commvault Systems Inc.,Application Software,Technology,Nasdaq Global Select
CVLY,7/12/22,Codorus Valley Bancorp Inc,Banks,Financial Services,NASDAQ Global Market
CVM,7/12/22,Cel-Sci Corporation ($0.001 Par Value),Biotechnology,Healthcare,NYSE American
CVNA,7/12/22,Carvana Co. Class A,Retail - Apparel & Specialty,Consumer Cyclical,New York Stock Exchange
CVR,7/12/22,Chicago Rivet & Machine Co.,Industrial Products,Industrials,NYSE American
CVRS,7/12/22,Corindus Vascular Robotics Inc. (DE),Medical Devices,Healthcare,NYSE American
CVS,7/12/22,CVS Health Corporation,Health Care Plans,Healthcare,New York Stock Exchange
CVTI,7/12/22,Covenant Transportation Group Inc.,Transportation & Logistics,Industrials,Nasdaq Global Select
CVU,7/12/22,CPI Aerostructures Inc.,Aerospace & Defense,Industrials,NYSE American
CVV,7/12/22,CVD Equipment Corporation,Industrial Products,Industrials,NASDAQ Capital Market
CVX,7/12/22,Chevron Corporation,Oil & Gas - Integrated,Energy,New York Stock Exchange
CW,7/12/22,Curtiss-Wright Corporation,Industrial Products,Industrials,New York Stock Exchange
CWBC,7/12/22,Community West Bancshares,Banks,Financial Services,NASDAQ Global Market
CWBR,7/12/22,CohBar Inc.,Biotechnology,Healthcare,NASDAQ Capital Market
CWCO,7/12/22,Consolidated Water Co. Ltd.,Utilities - Regulated,Utilities,Nasdaq Global Select
CWEN,7/12/22,Clearway Energy Inc. Class C,Utilities - Regulated,Utilities,New York Stock Exchange
CWEN.A,7/12/22,Clearway Energy Inc. Class A,Utilities - Regulated,Utilities,New York Stock Exchange
CWH,7/12/22,Camping World Holdings Inc. Class A Commom Stock,Autos,Consumer Cyclical,New York Stock Exchange
CWK,7/12/22,Cushman & Wakefield plc,Real Estate Services,Real Estate,New York Stock Exchange
CWST,7/12/22,Casella Waste Systems Inc.,Waste Management,Industrials,Nasdaq Global Select
CWT,7/12/22,California Water Service Group,Utilities - Regulated,Utilities,New York Stock Exchange
CX,7/12/22,Cemex S.A.B. de C.V. Sponsored ADR,Building Materials,Basic Materials,New York Stock Exchange
CXDC,7/12/22,China XD Plastics Company Limited,Autos,Consumer Cyclical,NASDAQ Global Market
CXE,7/12/22,MFS High Income Municipal Trust,Asset Management,Financial Services,New York Stock Exchange
CXH,7/12/22,MFS Investment Grade Municipal Trust,Asset Management,Financial Services,New York Stock Exchange
CXO,7/12/22,Concho Resources Inc.,Oil & Gas - E&P,Energy,New York Stock Exchange
CXP,7/12/22,Columbia Property Trust Inc.,REITs,Real Estate,New York Stock Exchange
CXW,7/12/22,CoreCivic Inc.,REITs,Real Estate,New York Stock Exchange
CY,7/12/22,Cypress Semiconductor Corporation,Semiconductors,Technology,Nasdaq Global Select
CYAD,7/12/22,Celyad SA,Biotechnology,Healthcare,NASDAQ Global Market
CYAN,7/12/22,Cyanotech Corporation,Consumer Packaged Goods,Consumer Defensive,NASDAQ Capital Market
CYBE,7/12/22,CyberOptics Corporation,Computer Hardware,Technology,NASDAQ Global Market
CYBR,7/12/22,CyberArk Software Ltd.,Application Software,Technology,Nasdaq Global Select
CYCC,7/12/22,Cyclacel Pharmaceuticals Inc.,Biotechnology,Healthcare,NASDAQ Capital Market
CYD,7/12/22,China Yuchai International Limited,Industrial Products,Industrials,New York Stock Exchange
CYH,7/12/22,Community Health Systems Inc.,Health Care Providers,Healthcare,New York Stock Exchange
CYOU,7/12/22,Changyou.com Limited,Application Software,Technology,Nasdaq Global Select
CYRN,7/12/22,CYREN Ltd.,Application Software,Technology,NASDAQ Capital Market
CYRX,7/12/22,CryoPort Inc.,Packaging & Containers,Consumer Cyclical,NASDAQ Capital Market
CYTK,7/12/22,Cytokinetics Incorporated,Biotechnology,Healthcare,Nasdaq Global Select
CYTR,7/12/22,CytRx Corporation,Biotechnology,Healthcare,NASDAQ Capital Market
CYTX,7/12/22,Cytori Therapeutics Inc.,Biotechnology,Healthcare,NASDAQ Capital Market
CZFC,7/12/22,Citizens First Corporation,Banks,Financial Services,NASDAQ Global Market
CZNC,7/12/22,Citizens & Northern Corp,Banks,Financial Services,NASDAQ Capital Market
CZR,7/12/22,Caesars Entertainment Corporation,Travel & Leisure,Consumer Cyclical,Nasdaq Global Select
CZWI,7/12/22,Citizens Community Bancorp Inc.,Banks,Financial Services,NASDAQ Global Market
CZZ,7/12/22,Cosan Limited Class A,Utilities - Regulated,Utilities,New York Stock Exchange
D,7/12/22,Dominion Energy Inc.,Utilities - Regulated,Utilities,New York Stock Exchange
DAC,7/12/22,Danaos Corporation,Transportation & Logistics,Industrials,New York Stock Exchange
DAIO,7/12/22,Data I/O Corporation,Computer Hardware,Technology,NASDAQ Capital Market
DAKT,7/12/22,Daktronics Inc.,Computer Hardware,Technology,Nasdaq Global Select
DAL,7/12/22,Delta Air Lines Inc.,Airlines,Industrials,New York Stock Exchange
DAN,7/12/22,Dana Incorporated,Autos,Consumer Cyclical,New York Stock Exchange
DAR,7/12/22,Darling Ingredients Inc.,Waste Management,Industrials,New York Stock Exchange
DARE,7/12/22,Dare Bioscience Inc.,Biotechnology,Healthcare,NASDAQ Capital Market
DATA,7/12/22,Tableau Software Inc. Class A,Application Software,Technology,New York Stock Exchange
DAVA,7/12/22,Endava plc American Depositary Shares (each representing one Class A),Application Software,Technology,New York Stock Exchange
DAVE,7/12/22,Famous Dave's of America Inc.,Restaurants,Consumer Cyclical,Nasdaq Global Select
DB,7/12/22,Deutsche Bank AG,Banks,Financial Services,New York Stock Exchange
DBD,7/12/22,Diebold Nixdorf Incorporated,Application Software,Technology,New York Stock Exchange
DBL,7/12/22,DoubleLine Opportunistic Credit Fund of Beneficial Interest,Asset Management,Financial Services,New York Stock Exchange
DBVT,7/12/22,DBV Technologies S.A.,Biotechnology,Healthcare,Nasdaq Global Select
DBX,7/12/22,Dropbox Inc,Application Software,Technology,Nasdaq Global Select
DCAR,7/12/22,DropCar Inc.,Application Software,Technology,NASDAQ Capital Market
DCF,7/12/22,Dreyfus Alcentra Global Credit Income 2024 Target Term Fund Inc.,Asset Management,Financial Services,New York Stock Exchange
DCI,7/12/22,Donaldson Company Inc.,Industrial Products,Industrials,New York Stock Exchange
DCIX,7/12/22,Diana Containerships Inc.,Transportation & Logistics,Industrials,Nasdaq Global Select
DCO,7/12/22,Ducommun Incorporated,Aerospace & Defense,Industrials,New York Stock Exchange
DCOM,7/12/22,Dime Community Bancshares Inc.,Banks,Financial Services,Nasdaq Global Select
DCP,7/12/22,DCP Midstream LP,Oil & Gas - Midstream,Energy,New York Stock Exchange
DCPH,7/12/22,Deciphera Pharmaceuticals Inc.,Biotechnology,Healthcare,Nasdaq Global Select
DDD,7/12/22,3D Systems Corporation,Computer Hardware,Technology,New York Stock Exchange
DDE,7/12/22,Dover Downs Gaming & Entertainment Inc,Travel & Leisure,Consumer Cyclical,New York Stock Exchange
DDF,7/12/22,Delaware Investments Dividend & Income Fund Inc.,Asset Management,Financial Services,New York Stock Exchange
DDMX,7/12/22,DD3 Acquisition Corp.,Conglomerates,Industrials,NASDAQ Capital Market
DDMXU,7/12/22,DD3 Acquisition Corp. Units,Conglomerates,Industrials,NASDAQ Capital Market
DDS,7/12/22,Dillard's Inc.,Retail - Apparel & Specialty,Consumer Cyclical,New York Stock Exchange
DE,7/12/22,Deere & Company,Farm & Construction Machinery,Industrials,New York Stock Exchange
DEA,7/12/22,Easterly Government Properties Inc.,REITs,Real Estate,New York Stock Exchange
DECK,7/12/22,Deckers Outdoor Corporation,Manufacturing - Apparel & Furniture,Consumer Cyclical,New York Stock Exchange
DEI,7/12/22,Douglas Emmett Inc.,REITs,Real Estate,New York Stock Exchange
DELL,7/12/22,Dell Technologies Inc. Class C,Computer Hardware,Technology,New York Stock Exchange
DELT,7/12/22,Delta Technology Holdings Limited,Chemicals,Basic Materials,NASDAQ Capital Market
DENN,7/12/22,Denny's Corporation,Restaurants,Consumer Cyclical,NASDAQ Capital Market
DEO,7/12/22,Diageo plc,Beverages - Alcoholic,Consumer Defensive,New York Stock Exchange
DERM,7/12/22,Dermira Inc.,Biotechnology,Healthcare,Nasdaq Global Select
DESP,7/12/22,Despegar.com Corp.,Travel & Leisure,Consumer Cyclical,New York Stock Exchange
DEST,7/12/22,Destination Maternity Corporation,Retail - Apparel & Specialty,Consumer Cyclical,Nasdaq Global Select
DEX,7/12/22,Delaware Enhanced Global Dividend of Beneficial Interest,Asset Management,Financial Services,New York Stock Exchange
DF,7/12/22,Dean Foods Company,Consumer Packaged Goods,Consumer Defensive,New York Stock Exchange
DFBH,7/12/22,DFB Healthcare Acquisitions Corp.,Conglomerates,Industrials,NASDAQ Capital Market
DFFN,7/12/22,Diffusion Pharmaceuticals Inc.,Biotechnology,Healthcare,NASDAQ Capital Market
DFIN,7/12/22,Donnelley Financial Solutions Inc.,Brokers & Exchanges,Financial Services,New York Stock Exchange
DFP,7/12/22,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.,Asset Management,Financial Services,New York Stock Exchange
DFRG,7/12/22,Del Frisco's Restaurant Group Inc.,Restaurants,Consumer Cyclical,Nasdaq Global Select
DFS,7/12/22,Discover Financial Services,Credit Services,Financial Services,New York Stock Exchange
DG,7/12/22,Dollar General Corporation,Retail - Defensive,Consumer Defensive,New York Stock Exchange
DGICA,7/12/22,Donegal Group Inc. Class A Common Stock,Insurance - Property & Casualty,Financial Services,Nasdaq Global Select
DGICB,7/12/22,Donegal Group Inc. Class B Common Stock,Insurance - Property & Casualty,Financial Services,Nasdaq Global Select
DGII,7/12/22,Digi International Inc.,Communication Equipment,Technology,Nasdaq Global Select
DGLY,7/12/22,Digital Ally Inc.,Consulting & Outsourcing,Industrials,NASDAQ Capital Market
DGSE,7/12/22,DGSE Companies Inc.,Retail - Apparel & Specialty,Consumer Cyclical,NYSE American
DGX,7/12/22,Quest Diagnostics Incorporated,Medical Diagnostics & Research,Healthcare,New York Stock Exchange
DHF,7/12/22,Dreyfus High Yield Strategies Fund,Asset Management,Financial Services,New York Stock Exchange
DHI,7/12/22,D.R. Horton Inc.,Homebuilding & Construction,Consumer Cyclical,New York Stock Exchange
DHIL,7/12/22,Diamond Hill Investment Group Inc.,Asset Management,Financial Services,Nasdaq Global Select
DHR,7/12/22,Danaher Corporation,Medical Diagnostics & Research,Healthcare,New York Stock Exchange
DHT,7/12/22,DHT Holdings Inc.,Transportation & Logistics,Industrials,New York Stock Exchange
DHX,7/12/22,DHI Group Inc.,Employment Services,Industrials,New York Stock Exchange
DHXM,7/12/22,DHX Media Ltd.,Entertainment,Consumer Cyclical,Nasdaq Global Select
DHY,7/12/22,Credit Suisse High Yield Bond Fund,Asset Management,Financial Services,NYSE American
DIAX,7/12/22,Nuveen Dow 30SM Dynamic Overwrite Fund of Beneficial Interest,Asset Management,Financial Services,New York Stock Exchange
DIN,7/12/22,Dine Brands Global Inc.,Restaurants,Consumer Cyclical,New York Stock Exchange
DIOD,7/12/22,Diodes Incorporated,Semiconductors,Technology,Nasdaq Global Select
DIS,7/12/22,The Walt Disney Company,Entertainment,Consumer Cyclical,New York Stock Exchange
DISCA,7/12/22,Discovery Inc. Series A Common Stock,Entertainment,Consumer Cyclical,Nasdaq Global Select
DISCB,7/12/22,Discovery Inc. Series B Common Stock,Entertainment,Consumer Cyclical,Nasdaq Global Select
DISCK,7/12/22,Discovery Inc.,Entertainment,Consumer Cyclical,Nasdaq Global Select
DISH,7/12/22,DISH Network Corporation,Communication Services,Communication Services,Nasdaq Global Select
DIT,7/12/22,AMCON Distributing Company,Retail - Defensive,Consumer Defensive,NYSE American
DJCO,7/12/22,Daily Journal Corp. (S.C.),Publishing,Consumer Cyclical,NASDAQ Capital Market
DK,7/12/22,Delek US Holdings Inc.,Oil & Gas - Refining & Marketing,Energy,New York Stock Exchange
DKL,7/12/22,Delek Logistics Partners L.P. representing Limited Partner Interests,Oil & Gas - Midstream,Energy,New York Stock Exchange
DKS,7/12/22,Dick's Sporting Goods Inc,Retail - Apparel & Specialty,Consumer Cyclical,New York Stock Exchange
DL,7/12/22,China Distance Education Holdings Limited American Depositary Shares,Education,Consumer Defensive,New York Stock Exchange
DLA,7/12/22,Delta Apparel Inc.,Manufacturing - Apparel & Furniture,Consumer Cyclical,NYSE American
DLB,7/12/22,Dolby Laboratories,Entertainment,Consumer Cyclical,New York Stock Exchange
DLHC,7/12/22,DLH Holdings Corp.,Employment Services,Industrials,NASDAQ Capital Market
DLNG,7/12/22,Dynagas LNG Partners LP,Transportation & Logistics,Industrials,New York Stock Exchange
DLPH,7/12/22,Delphi Technologies PLC,Autos,Consumer Cyclical,New York Stock Exchange
DLPN,7/12/22,Dolphin Entertainment Inc.,Online Media,Technology,NASDAQ Capital Market
DLR,7/12/22,Digital Realty Trust Inc.,REITs,Real Estate,New York Stock Exchange
DLTH,7/12/22,Duluth Holdings Inc.,Retail - Apparel & Specialty,Consumer Cyclical,Nasdaq Global Select
DLTR,7/12/22,Dollar Tree Inc.,Retail - Defensive,Consumer Defensive,Nasdaq Global Select
DLX,7/12/22,Deluxe Corporation,Business Services,Industrials,New York Stock Exchange
DMAC,7/12/22,DiaMedica Therapeutics Inc.,Biotechnology,Healthcare,NASDAQ Capital Market
DMB,7/12/22,Dreyfus Municipal Bond Infrastructure Fund Inc.,Asset Management,Financial Services,New York Stock Exchange
DMF,7/12/22,Dreyfus Municipal Income Inc.,Asset Management,Financial Services,NYSE American
DMLP,7/12/22,Dorchester Minerals L.P.,Oil & Gas - E&P,Energy,Nasdaq Global Select
DMO,7/12/22,Western Asset Mortgage Defined Opportunity Fund Inc,Asset Management,Financial Services,New York Stock Exchange
DMPI,7/12/22,DelMar Pharmaceuticals Inc.,Biotechnology,Healthcare,NASDAQ Capital Market
DMRC,7/12/22,Digimarc Corporation,Application Software,Technology,Nasdaq Global Select
DNB,7/12/22,Dun & Bradstreet Corporation (The),Business Services,Industrials,New York Stock Exchange
DNBF,7/12/22,DNB Financial Corp,Banks,Financial Services,NASDAQ Capital Market
DNI,7/12/22,Dividend and Income Fund,Asset Management,Financial Services,New York Stock Exchange
DNJR,7/12/22,Golden Bull Limited,Credit Services,Financial Services,NASDAQ Capital Market
DNKN,7/12/22,Dunkin' Brands Group Inc.,Restaurants,Consumer Cyclical,Nasdaq Global Select
DNLI,7/12/22,Denali Therapeutics Inc.,Biotechnology,Healthcare,Nasdaq Global Select
DNN,7/12/22,Denison Mines Corp (Canada),Metals & Mining,Basic Materials,NYSE American
DNOW,7/12/22,NOW Inc.,Oil & Gas - Services,Energy,New York Stock Exchange
DNP,7/12/22,DNP Select Income Fund Inc.,Asset Management,Financial Services,New York Stock Exchange
DNR,7/12/22,Denbury Resources Inc.,Oil & Gas - E&P,Energy,New York Stock Exchange
DO,7/12/22,Diamond Offshore Drilling Inc.,Oil & Gas - Drilling,Energy,New York Stock Exchange
DOC,7/12/22,Physicians Realty Trust of Beneficial Interest,REITs,Real Estate,New York Stock Exchange
DOCU,7/12/22,DocuSign Inc.,Application Software,Technology,Nasdaq Global Select
DOGZ,7/12/22,Dogness (International) Corporation,Consumer Packaged Goods,Consumer Defensive,NASDAQ Global Market
DOMO,7/12/22,Domo Inc.,Application Software,Technology,NASDAQ Global Market
DOOO,7/12/22,BRP Inc.,Autos,Consumer Cyclical,Nasdaq Global Select
DOOR,7/12/22,Masonite International Corporation (Canada),Building Materials,Basic Materials,New York Stock Exchange
DORM,7/12/22,Dorman Products Inc.,Autos,Consumer Cyclical,Nasdaq Global Select
DOV,7/12/22,Dover Corporation,Industrial Products,Industrials,New York Stock Exchange
DOVA,7/12/22,Dova Pharmaceuticals Inc.,Biotechnology,Healthcare,NASDAQ Global Market
DOX,7/12/22,Amdocs Limited,Application Software,Technology,Nasdaq Global Select
DPG,7/12/22,Duff & Phelps Global Utility Income Fund Inc.,Asset Management,Financial Services,New York Stock Exchange
DPLO,7/12/22,Diplomat Pharmacy Inc.,Drug Manufacturers,Healthcare,New York Stock Exchange
DPW,7/12/22,DPW Holdings Inc.,Computer Hardware,Technology,NYSE American
DPZ,7/12/22,Domino's Pizza Inc,Restaurants,Consumer Cyclical,New York Stock Exchange
DQ,7/12/22,DAQO New Energy Corp. American Depositary Shares each representing five,Semiconductors,Technology,New York Stock Exchange
DRAD,7/12/22,Digirad Corporation,Medical Devices,Healthcare,NASDAQ Global Market
DRD,7/12/22,DRDGOLD Limited American Depositary Shares,Metals & Mining,Basic Materials,New York Stock Exchange
DRE,7/12/22,Duke Realty Corporation,REITs,Real Estate,New York Stock Exchange
DRH,7/12/22,Diamondrock Hospitality Company,REITs,Real Estate,New York Stock Exchange
DRI,7/12/22,Darden Restaurants Inc.,Restaurants,Consumer Cyclical,New York Stock Exchange
DRIO,7/12/22,DarioHealth Corp.,Medical Diagnostics & Research,Healthcare,NASDAQ Capital Market
DRNA,7/12/22,Dicerna Pharmaceuticals Inc.,Biotechnology,Healthcare,Nasdaq Global Select
DRQ,7/12/22,Dril-Quip Inc.,Oil & Gas - Services,Energy,New York Stock Exchange
DRRX,7/12/22,DURECT Corporation,Drug Manufacturers,Healthcare,NASDAQ Global Market
DRYS,7/12/22,DryShips Inc.,Transportation & Logistics,Industrials,NASDAQ Capital Market
DS,7/12/22,Drive Shack Inc.,Travel & Leisure,Consumer Cyclical,New York Stock Exchange
DSE,7/12/22,Duff & Phelps Select MLP and Midstream Energy Fund Inc.,Asset Management,Financial Services,New York Stock Exchange
DSGX,7/12/22,The Descartes Systems Group Inc.,Application Software,Technology,Nasdaq Global Select
DSKE,7/12/22,Daseke Inc.,Transportation & Logistics,Industrials,NASDAQ Capital Market
DSL,7/12/22,DoubleLine Income Solutions Fund of Beneficial Interests,Asset Management,Financial Services,New York Stock Exchange
DSM,7/12/22,Dreyfus Strategic Municipal Bond Fund Inc.,Asset Management,Financial Services,New York Stock Exchange
DSPG,7/12/22,DSP Group Inc.,Semiconductors,Technology,Nasdaq Global Select
DSS,7/12/22,Document Security Systems Inc.,Business Services,Industrials,NYSE American
DSU,7/12/22,Blackrock Debt Strategies Fund Inc.,Asset Management,Financial Services,New York Stock Exchange
DSW,7/12/22,DSW Inc.,Retail - Apparel & Specialty,Consumer Cyclical,New York Stock Exchange
DSWL,7/12/22,Deswell Industries Inc.,Conglomerates,Industrials,NASDAQ Global Market
DSX,7/12/22,Diana Shipping inc.,Transportation & Logistics,Industrials,New York Stock Exchange
DTE,7/12/22,DTE Energy Company,Utilities - Regulated,Utilities,New York Stock Exchange
DTEA,7/12/22,DAVIDsTEA Inc.,Consumer Packaged Goods,Consumer Defensive,NASDAQ Global Market
DTF,7/12/22,DTF Tax-Free Income Inc.,Asset Management,Financial Services,New York Stock Exchange
DTSS,7/12/22,Datasea Inc.,Conglomerates,Industrials,NASDAQ Capital Market
DUC,7/12/22,Duff & Phelps Utility & Corporate Bond Trust Inc.,Asset Management,Financial Services,New York Stock Exchange
DUK,7/12/22,Duke Energy Corporation (Holding Company),Utilities - Regulated,Utilities,New York Stock Exchange
DVA,7/12/22,DaVita Inc.,Health Care Providers,Healthcare,New York Stock Exchange
DVAX,7/12/22,Dynavax Technologies Corporation,Biotechnology,Healthcare,NASDAQ Capital Market
DVCR,7/12/22,Diversicare Healthcare Services Inc.,Health Care Providers,Healthcare,NASDAQ Capital Market
DVD,7/12/22,Dover Motorsports Inc.,Travel & Leisure,Consumer Cyclical,New York Stock Exchange
DVN,7/12/22,Devon Energy Corporation,Oil & Gas - E&P,Energy,New York Stock Exchange
DWDP,7/12/22,DowDuPont Inc.,Chemicals,Basic Materials,New York Stock Exchange
DWSN,7/12/22,Dawson Geophysical Company,Oil & Gas - Services,Energy,Nasdaq Global Select
DX,7/12/22,Dynex Capital Inc.,REITs,Real Estate,New York Stock Exchange
DXC,7/12/22,DXC Technology Company,Application Software,Technology,New York Stock Exchange
DXCM,7/12/22,DexCom Inc.,Medical Diagnostics & Research,Healthcare,Nasdaq Global Select
DXF,7/12/22,Dunxin Financial Holdings Limited American Depositary Shares,Credit Services,Financial Services,NYSE American
DXLG,7/12/22,Destination XL Group Inc.,Retail - Apparel & Specialty,Consumer Cyclical,Nasdaq Global Select
DXPE,7/12/22,DXP Enterprises Inc.,Industrial Distribution,Industrials,Nasdaq Global Select
DXR,7/12/22,Daxor Corporation,Medical Instruments & Equipment,Healthcare,NYSE American
DXYN,7/12/22,The Dixie Group Inc.,Homebuilding & Construction,Consumer Cyclical,NASDAQ Global Market
DY,7/12/22,Dycom Industries Inc.,Engineering & Construction,Industrials,New York Stock Exchange
DYNT,7/12/22,Dynatronics Corporation,Medical Devices,Healthcare,NASDAQ Capital Market
DYSL,7/12/22,Dynasil Corporation of America,Computer Hardware,Technology,NASDAQ Capital Market
DZSI,7/12/22,DASAN Zhone Solutions Inc.,Communication Equipment,Technology,NASDAQ Capital Market
E,7/12/22,ENI S.p.A.,Oil & Gas - Integrated,Energy,New York Stock Exchange
EA,7/12/22,Electronic Arts Inc.,Application Software,Technology,Nasdaq Global Select
EAD,7/12/22,Wells Fargo Income Opportunities Fund,Asset Management,Financial Services,NYSE American
EAF,7/12/22,GrafTech International Ltd.,Industrial Products,Industrials,New York Stock Exchange
EAGL,7/12/22,Platinum Eagle Acquisition Corp.,Conglomerates,Industrials,NASDAQ Capital Market
EARN,7/12/22,Ellington Residential Mortgage REIT of Beneficial Interest,REITs,Real Estate,New York Stock Exchange
EARS,7/12/22,Auris Medical Holding AG,Biotechnology,Healthcare,NASDAQ Capital Market
EAST,7/12/22,Eastside Distilling Inc.,Beverages - Alcoholic,Consumer Defensive,NASDAQ Capital Market
EAT,7/12/22,Brinker International Inc.,Restaurants,Consumer Cyclical,New York Stock Exchange
EB,7/12/22,Eventbrite Inc. Class A,Application Software,Technology,New York Stock Exchange
EBAY,7/12/22,eBay Inc.,Retail - Apparel & Specialty,Consumer Cyclical,Nasdaq Global Select
EBF,7/12/22,Ennis Inc.,Industrial Products,Industrials,New York Stock Exchange
EBIX,7/12/22,Ebix Inc.,Application Software,Technology,Nasdaq Global Select
EBMT,7/12/22,Eagle Bancorp Montana Inc.,Banks,Financial Services,NASDAQ Global Market
EBR,7/12/22,Centrais Electricas Brasileiras S A American Depositary Shares (Each representing one),Utilities - Regulated,Utilities,New York Stock Exchange
EBR.B,7/12/22,Centrais Electricas Brasileiras S.A.- Eletrobr?!s American Depositary Shares (Each representing one Preferred Share),Utilities - Regulated,Utilities,New York Stock Exchange
EBS,7/12/22,Emergent Biosolutions Inc.,Biotechnology,Healthcare,New York Stock Exchange
EBSB,7/12/22,Meridian Bancorp Inc.,Banks,Financial Services,Nasdaq Global Select
EBTC,7/12/22,Enterprise Bancorp Inc,Banks,Financial Services,Nasdaq Global Select
EC,7/12/22,Ecopetrol S.A. American Depositary Shares,Oil & Gas - Integrated,Energy,New York Stock Exchange
ECA,7/12/22,Encana Corporation,Oil & Gas - E&P,Energy,New York Stock Exchange
ECC,7/12/22,Eagle Point Credit Company Inc.,Asset Management,Financial Services,New York Stock Exchange
ECF,7/12/22,Ellsworth Growth and Income Fund Ltd.,Asset Management,Financial Services,NYSE American
ECHO,7/12/22,Echo Global Logistics Inc.,Transportation & Logistics,Industrials,Nasdaq Global Select
ECL,7/12/22,Ecolab Inc.,Chemicals,Basic Materials,New York Stock Exchange
ECOL,7/12/22,US Ecology Inc.,Waste Management,Industrials,Nasdaq Global Select
ECOM,7/12/22,ChannelAdvisor Corporation,Application Software,Technology,New York Stock Exchange
ECOR,7/12/22,electroCore Inc.,Medical Instruments & Equipment,Healthcare,Nasdaq Global Select
ECPG,7/12/22,Encore Capital Group Inc,Asset Management,Financial Services,Nasdaq Global Select
ECR,7/12/22,Eclipse Resources Corporation,Oil & Gas - E&P,Energy,New York Stock Exchange
ECT,7/12/22,ECA Marcellus Trust I of Beneficial Interest,Oil & Gas - Integrated,Energy,New York Stock Exchange
ED,7/12/22,Consolidated Edison Inc.,Utilities - Regulated,Utilities,New York Stock Exchange
EDAP,7/12/22,EDAP TMS S.A.,Medical Devices,Healthcare,NASDAQ Global Market
