ticker,date,company,industry,sector,exchange
SPAQ,7/12/22,Spartan Energy Acquisition Corp Class A,Asset Management,Financial Services,New York Stock Exchange
SPAR,7/12/22,Spartan Motors Inc.,Truck Manufacturing,Industrials,Nasdaq Global Select
SPB,7/12/22,Spectrum Brands Holdings Inc.,Manufacturing - Apparel & Furniture,Consumer Cyclical,New York Stock Exchange
SPCB,7/12/22,SuperCom Ltd.,Consulting & Outsourcing,Industrials,NASDAQ Capital Market
SPE,7/12/22,Special Opportunities Fund Inc,Asset Management,Financial Services,New York Stock Exchange
SPEX,7/12/22,Spherix Incorporated,Business Services,Industrials,NASDAQ Capital Market
SPG,7/12/22,Simon Property Group Inc.,REITs,Real Estate,New York Stock Exchange
SPGI,7/12/22,S&P Global Inc.,Brokers & Exchanges,Financial Services,New York Stock Exchange
SPH,7/12/22,Suburban Propane Partners L.P.,Utilities - Regulated,Utilities,New York Stock Exchange
SPHS,7/12/22,Sophiris Bio Inc.,Biotechnology,Healthcare,NASDAQ Capital Market
SPI,7/12/22,SPI Energy Co. Ltd.,Semiconductors,Technology,Nasdaq Global Select
SPKE,7/12/22,Spark Energy Inc.,Utilities - Regulated,Utilities,Nasdaq Global Select
SPLK,7/12/22,Splunk Inc.,Application Software,Technology,Nasdaq Global Select
SPLP,7/12/22,Steel Partners Holdings LP LTD PARTNERSHIP UNIT,Conglomerates,Industrials,New York Stock Exchange
SPN,7/12/22,Superior Energy Services Inc.,Oil & Gas - Services,Energy,New York Stock Exchange
SPNE,7/12/22,SeaSpine Holdings Corporation,Medical Devices,Healthcare,Nasdaq Global Select
SPNS,7/12/22,Sapiens International Corporation N.V.,Application Software,Technology,NASDAQ Capital Market
SPOK,7/12/22,Spok Holdings Inc.,Communication Services,Communication Services,Nasdaq Global Select
SPOT,7/12/22,Spotify Technology S.A.,Online Media,Technology,New York Stock Exchange
SPPI,7/12/22,Spectrum Pharmaceuticals Inc.,Biotechnology,Healthcare,Nasdaq Global Select
SPPP,7/12/22,Sprott Physical Platinum and Palladium Trust,Metals & Mining,Basic Materials,NYSE Arca
SPR,7/12/22,Spirit Aerosystems Holdings Inc.,Aerospace & Defense,Industrials,New York Stock Exchange
SPRO,7/12/22,Spero Therapeutics Inc.,Biotechnology,Healthcare,Nasdaq Global Select
SPRT,7/12/22,Support.com Inc.,Application Software,Technology,NASDAQ Capital Market
SPSC,7/12/22,SPS Commerce Inc.,Application Software,Technology,Nasdaq Global Select
SPTN,7/12/22,SpartanNash Company,Retail - Defensive,Consumer Defensive,Nasdaq Global Select
SPWH,7/12/22,Sportsman's Warehouse Holdings Inc.,Travel & Leisure,Consumer Cyclical,Nasdaq Global Select
SPWR,7/12/22,SunPower Corporation,Semiconductors,Technology,Nasdaq Global Select
SPXC,7/12/22,SPX Corporation,Industrial Products,Industrials,New York Stock Exchange
SPXX,7/12/22,Nuveen S&P 500 Dynamic Overwrite Fund,Asset Management,Financial Services,New York Stock Exchange
SQ,7/12/22,Square Inc. Class A,Application Software,Technology,New York Stock Exchange
SQBG,7/12/22,Sequential Brands Group Inc.,Manufacturing - Apparel & Furniture,Consumer Cyclical,NASDAQ Capital Market
SQM,7/12/22,Sociedad Quimica y Minera S.A.,Chemicals,Basic Materials,New York Stock Exchange
SQNS,7/12/22,Sequans Communications S.A. American Depositary Shares each representing one,Semiconductors,Technology,New York Stock Exchange
SR,7/12/22,Spire Inc.,Utilities - Regulated,Utilities,New York Stock Exchange
SRAX,7/12/22,Social Reality Inc.,Advertising & Marketing Services,Consumer Cyclical,NASDAQ Capital Market
SRC,7/12/22,Spirit Realty Capital Inc.,REITs,Real Estate,New York Stock Exchange
SRCE,7/12/22,1st Source Corporation,Banks,Financial Services,Nasdaq Global Select
SRCI,7/12/22,SRC Energy Inc.,Oil & Gas - E&P,Energy,NYSE American
SRCL,7/12/22,Stericycle Inc.,Waste Management,Industrials,Nasdaq Global Select
SRDX,7/12/22,Surmodics Inc.,Medical Diagnostics & Research,Healthcare,Nasdaq Global Select
SRE,7/12/22,Sempra Energy,Utilities - Regulated,Utilities,New York Stock Exchange
SREV,7/12/22,ServiceSource International Inc.,Application Software,Technology,Nasdaq Global Select
SRF,7/12/22,Cushing Energy Income Fund of Beneficial Interest,Asset Management,Financial Services,New York Stock Exchange
SRG,7/12/22,Seritage Growth Properties Class A,REITs,Real Estate,New York Stock Exchange
SRI,7/12/22,Stoneridge Inc.,Autos,Consumer Cyclical,New York Stock Exchange
SRLP,7/12/22,Sprague Resources LP representing Limited Partner Interests,Oil & Gas - Refining & Marketing,Energy,New York Stock Exchange
SRNE,7/12/22,Sorrento Therapeutics Inc.,Biotechnology,Healthcare,NASDAQ Capital Market
SRPT,7/12/22,Sarepta Therapeutics Inc.,Biotechnology,Healthcare,Nasdaq Global Select
SRRA,7/12/22,Sierra Oncology Inc.,Biotechnology,Healthcare,NASDAQ Global Market
SRRK,7/12/22,Scholar Rock Holding Corporation,Biotechnology,Healthcare,Nasdaq Global Select
SRT,7/12/22,StarTek Inc.,Business Services,Industrials,New York Stock Exchange
SRTS,7/12/22,Sensus Healthcare Inc.,Medical Devices,Healthcare,NASDAQ Capital Market
SRV,7/12/22,Cushing MLP & Infrastructure Total Return Fund,Asset Management,Financial Services,New York Stock Exchange
SSB,7/12/22,South State Corporation,Banks,Financial Services,Nasdaq Global Select
SSBI,7/12/22,Summit State Bank,Banks,Financial Services,NASDAQ Global Market
SSD,7/12/22,Simpson Manufacturing Company Inc.,Industrial Products,Industrials,New York Stock Exchange
SSFN,7/12/22,Stewardship Financial Corp,Banks,Financial Services,NASDAQ Capital Market
SSI,7/12/22,Stage Stores Inc.,Retail - Apparel & Specialty,Consumer Cyclical,New York Stock Exchange
SSKN,7/12/22,Strata Skin Sciences Inc.,Medical Instruments & Equipment,Healthcare,NASDAQ Capital Market
SSL,7/12/22,Sasol Ltd. American Depositary Shares,Oil & Gas - Integrated,Energy,New York Stock Exchange
SSLJ,7/12/22,SSLJ.com Limited,Retail - Apparel & Specialty,Consumer Cyclical,NASDAQ Capital Market
SSNC,7/12/22,SS&C Technologies Holdings Inc.,Application Software,Technology,Nasdaq Global Select
SSNT,7/12/22,SilverSun Technologies Inc.,Application Software,Technology,NASDAQ Capital Market
SSP,7/12/22,E.W. Scripps Company (The),Entertainment,Consumer Cyclical,Nasdaq Global Select
SSRM,7/12/22,SSR Mining Inc.,Metals & Mining,Basic Materials,Nasdaq Global Select
SSTI,7/12/22,ShotSpotter Inc.,Application Software,Technology,NASDAQ Capital Market
SSTK,7/12/22,Shutterstock Inc.,Online Media,Technology,New York Stock Exchange
SSW,7/12/22,Seaspan Corporation,Transportation & Logistics,Industrials,New York Stock Exchange
SSY,7/12/22,SunLink Health Systems Inc.,Health Care Providers,Healthcare,NYSE American
SSYS,7/12/22,Stratasys Ltd.,Computer Hardware,Technology,Nasdaq Global Select
ST,7/12/22,Sensata Technologies Holding plc,Computer Hardware,Technology,New York Stock Exchange
STAA,7/12/22,STAAR Surgical Company,Medical Instruments & Equipment,Healthcare,NASDAQ Global Market
STAF,7/12/22,Staffing 360 Solutions Inc.,Employment Services,Industrials,NASDAQ Capital Market
STAG,7/12/22,Stag Industrial Inc.,REITs,Real Estate,New York Stock Exchange
STAR,7/12/22,iStar Inc.,REITs,Real Estate,New York Stock Exchange
STAY,7/12/22,Extended Stay America Inc.,Travel & Leisure,Consumer Cyclical,Nasdaq Global Select
STBA,7/12/22,S&T Bancorp Inc.,Banks,Financial Services,Nasdaq Global Select
STC,7/12/22,Stewart Information Services Corporation,Insurance - Property & Casualty,Financial Services,New York Stock Exchange
STCN,7/12/22,Steel Connect Inc.,Transportation & Logistics,Industrials,Nasdaq Global Select
STE,7/12/22,STERIS plc,Medical Instruments & Equipment,Healthcare,New York Stock Exchange
STFC,7/12/22,State Auto Financial Corporation,Insurance - Property & Casualty,Financial Services,Nasdaq Global Select
STG,7/12/22,Sunlands Online Education Group American Depositary Shares representing Class A,Education,Consumer Defensive,New York Stock Exchange
STI,7/12/22,SunTrust Banks Inc.,Banks,Financial Services,New York Stock Exchange
STIM,7/12/22,Neuronetics Inc.,Medical Diagnostics & Research,Healthcare,NASDAQ Global Market
STK,7/12/22,Columbia Seligman Premium Technology Growth Fund Inc,Asset Management,Financial Services,New York Stock Exchange
STKL,7/12/22,SunOpta Inc.,Consumer Packaged Goods,Consumer Defensive,Nasdaq Global Select
STKS,7/12/22,The ONE Group Hospitality Inc.,Restaurants,Consumer Cyclical,NASDAQ Capital Market
STL,7/12/22,Sterling Bancorp,Banks,Financial Services,New York Stock Exchange
STLD,7/12/22,Steel Dynamics Inc.,Steel,Basic Materials,Nasdaq Global Select
STM,7/12/22,STMicroelectronics N.V.,Semiconductors,Technology,New York Stock Exchange
STML,7/12/22,Stemline Therapeutics Inc.,Biotechnology,Healthcare,NASDAQ Capital Market
STMP,7/12/22,Stamps.com Inc.,Application Software,Technology,Nasdaq Global Select
STN,7/12/22,Stantec Inc,Engineering & Construction,Industrials,New York Stock Exchange
STND,7/12/22,Standard AVB Financial Corp.,Banks,Financial Services,NASDAQ Capital Market
STNE,7/12/22,StoneCo Ltd.,Application Software,Technology,Nasdaq Global Select
STNG,7/12/22,Scorpio Tankers Inc.,Transportation & Logistics,Industrials,New York Stock Exchange
STNL,7/12/22,Sentinel Energy Services Inc.,Conglomerates,Industrials,NASDAQ Capital Market
STON,7/12/22,StoneMor Partners L.P. Rep Limited Partnership Interests,Personal Services,Consumer Cyclical,New York Stock Exchange
STOR,7/12/22,STORE Capital Corporation,REITs,Real Estate,New York Stock Exchange
STRA,7/12/22,Strategic Education Inc.,Education,Consumer Defensive,Nasdaq Global Select
STRL,7/12/22,Sterling Construction Company Inc,Engineering & Construction,Industrials,Nasdaq Global Select
STRM,7/12/22,Streamline Health Solutions Inc.,Application Software,Technology,NASDAQ Capital Market
STRO,7/12/22,Sutro Biopharma Inc.,Biotechnology,Healthcare,NASDAQ Global Market
STRS,7/12/22,Stratus Properties Inc.,Real Estate Services,Real Estate,Nasdaq Global Select
STRT,7/12/22,STRATTEC SECURITY CORPORATION,Autos,Consumer Cyclical,NASDAQ Global Market
STT,7/12/22,State Street Corporation,Asset Management,Financial Services,New York Stock Exchange
STWD,7/12/22,STARWOOD PROPERTY TRUST INC. Starwood Property Trust Inc.,REITs,Real Estate,New York Stock Exchange
STX,7/12/22,Seagate Technology PLC,Computer Hardware,Technology,Nasdaq Global Select
STXB,7/12/22,Spirit of Texas Bancshares Inc.,Banks,Financial Services,Nasdaq Global Select
STZ,7/12/22,Constellation Brands Inc.,Beverages - Alcoholic,Consumer Defensive,New York Stock Exchange
STZ.B,7/12/22,Constellation Brands Inc.,Beverages - Alcoholic,Consumer Defensive,New York Stock Exchange
SU,7/12/22,Suncor Energy Inc.,Oil & Gas - Integrated,Energy,New York Stock Exchange
SUI,7/12/22,Sun Communities Inc.,REITs,Real Estate,New York Stock Exchange
SUM,7/12/22,Summit Materials Inc. Class A,Building Materials,Basic Materials,New York Stock Exchange
SUMR,7/12/22,Summer Infant Inc.,Consumer Packaged Goods,Consumer Defensive,NASDAQ Capital Market
SUN,7/12/22,Sunoco LP representing limited partner interests,Oil & Gas - Refining & Marketing,Energy,New York Stock Exchange
SUNS,7/12/22,Solar Senior Capital Ltd.,Asset Management,Financial Services,Nasdaq Global Select
SUNW,7/12/22,Sunworks Inc.,Semiconductors,Technology,NASDAQ Capital Market
SUP,7/12/22,Superior Industries International Inc. (DE),Autos,Consumer Cyclical,New York Stock Exchange
SUPN,7/12/22,Supernus Pharmaceuticals Inc.,Drug Manufacturers,Healthcare,NASDAQ Global Market
SUPV,7/12/22,Grupo Supervielle S.A. American Depositary Shares each Representing five Class B shares,Banks,Financial Services,New York Stock Exchange
SURF,7/12/22,Surface Oncology Inc.,Biotechnology,Healthcare,NASDAQ Global Market
SUZ,7/12/22,Suzano Papel e Celulose S.A. American Depositary Shares (each representing two),Forest Products,Basic Materials,New York Stock Exchange
SVA,7/12/22,Sinovac Biotech Ltd.,Biotechnology,Healthcare,Nasdaq Global Select
SVBI,7/12/22,Severn Bancorp Inc,Banks,Financial Services,NASDAQ Capital Market
SVM,7/12/22,Silvercorp Metals Inc.,Metals & Mining,Basic Materials,NYSE American
SVMK,7/12/22,SVMK Inc.,Application Software,Technology,Nasdaq Global Select
SVRA,7/12/22,Savara Inc.,Biotechnology,Healthcare,Nasdaq Global Select
SVT,7/12/22,Servotronics Inc.,Computer Hardware,Technology,NYSE American
SVVC,7/12/22,Firsthand Technology Value Fund Inc.,Asset Management,Financial Services,Nasdaq Global Select
SWCH,7/12/22,Switch Inc. Class A,Application Software,Technology,New York Stock Exchange
SWI,7/12/22,SolarWinds Corporation,Application Software,Technology,New York Stock Exchange
SWIR,7/12/22,Sierra Wireless Inc.,Communication Equipment,Technology,Nasdaq Global Select
SWK,7/12/22,Stanley Black & Decker Inc.,Industrial Products,Industrials,New York Stock Exchange
SWKS,7/12/22,Skyworks Solutions Inc.,Semiconductors,Technology,Nasdaq Global Select
SWM,7/12/22,Schweitzer-Mauduit International Inc.,Forest Products,Basic Materials,New York Stock Exchange
SWN,7/12/22,Southwestern Energy Company,Oil & Gas - E&P,Energy,New York Stock Exchange
SWX,7/12/22,Southwest Gas Holdings Inc.,Utilities - Regulated,Utilities,New York Stock Exchange
SWZ,7/12/22,Swiss Helvetia Fund Inc. (The),Asset Management,Financial Services,New York Stock Exchange
SXC,7/12/22,SunCoke Energy Inc.,Coal,Basic Materials,New York Stock Exchange
SXCP,7/12/22,SunCoke Energy Partners L.P. Representing Limited partner Interests,Coal,Basic Materials,New York Stock Exchange
SXE,7/12/22,Southcross Energy Partners L.P.,Utilities - Regulated,Utilities,New York Stock Exchange
SXI,7/12/22,Standex International Corporation,Industrial Products,Industrials,New York Stock Exchange
SXT,7/12/22,Sensient Technologies Corporation,Chemicals,Basic Materials,New York Stock Exchange
SXTC,7/12/22,China SXT Pharmaceuticals Inc.,Drug Manufacturers,Healthcare,NASDAQ Capital Market
SYBT,7/12/22,Stock Yards Bancorp Inc.,Banks,Financial Services,Nasdaq Global Select
SYBX,7/12/22,Synlogic Inc.,Biotechnology,Healthcare,NASDAQ Global Market
SYF,7/12/22,Synchrony Financial,Credit Services,Financial Services,New York Stock Exchange
SYK,7/12/22,Stryker Corporation,Medical Devices,Healthcare,New York Stock Exchange
SYKE,7/12/22,Sykes Enterprises Incorporated,Application Software,Technology,Nasdaq Global Select
SYMC,7/12/22,Symantec Corporation,Application Software,Technology,Nasdaq Global Select
SYN,7/12/22,Synthetic Biologics Inc.,Biotechnology,Healthcare,NYSE American
SYNA,7/12/22,Synaptics Incorporated,Application Software,Technology,Nasdaq Global Select
SYNC,7/12/22,Synacor Inc.,Online Media,Technology,NASDAQ Global Market
SYNH,7/12/22,Syneos Health Inc.,Medical Diagnostics & Research,Healthcare,Nasdaq Global Select
SYNL,7/12/22,Synalloy Corporation,Steel,Basic Materials,NASDAQ Global Market
SYPR,7/12/22,Sypris Solutions Inc.,Autos,Consumer Cyclical,NASDAQ Global Market
SYRS,7/12/22,Syros Pharmaceuticals Inc.,Biotechnology,Healthcare,Nasdaq Global Select
SYX,7/12/22,Systemax Inc.,Retail - Apparel & Specialty,Consumer Cyclical,New York Stock Exchange
SYY,7/12/22,Sysco Corporation,Retail - Defensive,Consumer Defensive,New York Stock Exchange
SZC,7/12/22,Cushing Renaissance Fund (The) of Beneficial Interest,Asset Management,Financial Services,New York Stock Exchange
T,7/12/22,AT&T Inc.,Communication Services,Communication Services,New York Stock Exchange
TA,7/12/22,TravelCenters of America LLC,Retail - Apparel & Specialty,Consumer Cyclical,Nasdaq Global Select
TAC,7/12/22,TransAlta Corporation,Utilities - Independent Power Producers,Utilities,New York Stock Exchange
TACO,7/12/22,Del Taco Restaurants Inc.,Restaurants,Consumer Cyclical,NASDAQ Capital Market
TACT,7/12/22,TransAct Technologies Incorporated,Computer Hardware,Technology,NASDAQ Global Market
TAHO,7/12/22,Tahoe Resources Inc. (Canada),Metals & Mining,Basic Materials,New York Stock Exchange
TAIT,7/12/22,Taitron Components Incorporated,Computer Hardware,Technology,NASDAQ Capital Market
TAK,7/12/22,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of),Drug Manufacturers,Healthcare,New York Stock Exchange
TAL,7/12/22,TAL Education Group American Depositary Shares,Education,Consumer Defensive,New York Stock Exchange
TALO,7/12/22,Talos Energy Inc.,Oil & Gas - E&P,Energy,New York Stock Exchange
TANH,7/12/22,Tantech Holdings Ltd.,Coal,Basic Materials,NASDAQ Capital Market
TAOP,7/12/22,Taoping Inc.,Application Software,Technology,NASDAQ Capital Market
TAP,7/12/22,Molson Coors Brewing Company Class B,Beverages - Alcoholic,Consumer Defensive,New York Stock Exchange
TAP.A,7/12/22,Molson Coors Brewing Company Class A,Beverages - Alcoholic,Consumer Defensive,New York Stock Exchange
TARO,7/12/22,Taro Pharmaceutical Industries Ltd.,Drug Manufacturers,Healthcare,New York Stock Exchange
TAST,7/12/22,Carrols Restaurant Group Inc.,Restaurants,Consumer Cyclical,Nasdaq Global Select
TAT,7/12/22,TransAtlantic Petroleum Ltd (Bermuda),Oil & Gas - E&P,Energy,NYSE American
TATT,7/12/22,TAT Technologies Ltd.,Aerospace & Defense,Industrials,NASDAQ Global Market
TAYD,7/12/22,Taylor Devices Inc.,Industrial Products,Industrials,NASDAQ Capital Market
TBBK,7/12/22,The Bancorp Inc.,Banks,Financial Services,Nasdaq Global Select
TBI,7/12/22,TrueBlue Inc.,Employment Services,Industrials,New York Stock Exchange
TBIO,7/12/22,Translate Bio Inc.,Biotechnology,Healthcare,Nasdaq Global Select
TBK,7/12/22,Triumph Bancorp Inc.,Banks,Financial Services,Nasdaq Global Select
TBLT,7/12/22,ToughBuilt Industries Inc.,Industrial Products,Industrials,NASDAQ Capital Market
TBNK,7/12/22,Territorial Bancorp Inc.,Banks,Financial Services,Nasdaq Global Select
TBPH,7/12/22,Theravance Biopharma Inc.,Biotechnology,Healthcare,NASDAQ Global Market
TBRG,7/12/22,Thunder Bridge Acquisition Ltd.,Conglomerates,Industrials,NASDAQ Capital Market
TC,7/12/22,TuanChe Limited,Online Media,Technology,NASDAQ Capital Market
TCBI,7/12/22,Texas Capital Bancshares Inc.,Banks,Financial Services,Nasdaq Global Select
TCBK,7/12/22,TriCo Bancshares,Banks,Financial Services,Nasdaq Global Select
